,IP source,IP destiny,L2 protocol,Source port,Destiny port,Package size
87,116179169042,10010010010,udp,53,53,42
88,92242114085,10010010010,tcp,20,80,54
89,186128207048,10010010010,tcp,20,80,54
90,217048214236,10010010010,tcp,20,80,54
91,124045214201,10010010010,udp,53,53,42
92,38049074087,10010010010,tcp,20,80,54
93,125023244025,10010010010,tcp,20,80,54
94,207212220188,10010010010,udp,53,53,42
95,181014137077,10010010010,tcp,20,80,54
96,229036100072,10010010010,udp,53,53,42
97,232196018228,10010010010,tcp,20,80,54
98,157239207155,10010010010,tcp,20,80,54
99,120097113,10010010010,tcp,20,80,54
100,59195040176,10010010010,tcp,20,80,54
101,201039195054,10010010010,tcp,20,80,54
102,151028222048,10010010010,udp,53,53,42
103,108035202005,10010010010,udp,53,53,42
104,124088203106,10010010010,tcp,20,80,54
105,127104122083,10010010010,tcp,20,80,54
106,206207240190,10010010010,tcp,20,80,54
107,229131249196,10010010010,tcp,20,80,54
108,244172025041,10010010010,udp,53,53,42
109,71017233138,10010010010,tcp,20,80,54
110,116179169042,10010010010,udp,53,53,42
111,92242114085,10010010010,tcp,20,80,54
112,186128207048,10010010010,tcp,20,80,54
113,247036166006,10010010010,udp,53,53,42
114,217048214236,10010010010,tcp,20,80,54
115,38049074087,10010010010,tcp,20,80,54
116,121158096154,10010010010,tcp,20,80,54
117,125023244025,10010010010,tcp,20,80,54
118,207212220188,10010010010,udp,53,53,42
119,181014137077,10010010010,tcp,20,80,54
120,229036100072,10010010010,udp,53,53,42
121,216176105012,10010010010,tcp,20,80,54
122,232196018228,10010010010,tcp,20,80,54
123,54106007080,10010010010,udp,53,53,42
124,157239207155,10010010010,tcp,20,80,54
125,120097113,10010010010,tcp,20,80,54
126,59195040176,10010010010,tcp,20,80,54
127,201039195054,10010010010,tcp,20,80,54
128,151028222048,10010010010,udp,53,53,42
129,70118162168,10010010010,tcp,20,80,54
130,108035202005,10010010010,udp,53,53,42
131,124088203106,10010010010,tcp,20,80,54
132,127104122083,10010010010,tcp,20,80,54
133,229131249196,10010010010,tcp,20,80,54
134,206207240190,10010010010,tcp,20,80,54
135,36017251191,10010010010,tcp,20,80,54
136,244172025041,10010010010,udp,53,53,42
137,71017233138,10010010010,tcp,20,80,54
138,116179169042,10010010010,udp,53,53,42
139,92242114085,10010010010,tcp,20,80,54
140,26124097170,10010010010,tcp,20,80,54
141,186128207048,10010010010,tcp,20,80,54
142,247036166006,10010010010,udp,53,53,42
143,217048214236,10010010010,tcp,20,80,54
144,38049074087,10010010010,tcp,20,80,54
145,239070252,10010010010,tcp,20,80,54
146,125023244025,10010010010,tcp,20,80,54
147,167103194158,10010010010,udp,53,53,42
148,207212220188,10010010010,udp,53,53,42
149,181014137077,10010010010,tcp,20,80,54
150,229036100072,10010010010,udp,53,53,42
151,216176105012,10010010010,tcp,20,80,54
152,232196018228,10010010010,tcp,20,80,54
153,195223159056,10010010010,udp,53,53,42
154,54106007080,10010010010,udp,53,53,42
155,157239207155,10010010010,tcp,20,80,54
156,120097113,10010010010,tcp,20,80,54
157,59195040176,10010010010,tcp,20,80,54
158,201039195054,10010010010,tcp,20,80,54
159,89023180233,10010010010,udp,53,53,42
160,151028222048,10010010010,udp,53,53,42
161,70118162168,10010010010,tcp,20,80,54
162,108035202005,10010010010,udp,53,53,42
163,124088203106,10010010010,tcp,20,80,54
164,127104122083,10010010010,tcp,20,80,54
165,206207240190,10010010010,tcp,20,80,54
166,229131249196,10010010010,tcp,20,80,54
167,36017251191,10010010010,tcp,20,80,54
168,147203185244,10010010010,udp,53,53,42
169,244172025041,10010010010,udp,53,53,42
170,71017233138,10010010010,tcp,20,80,54
171,116179169042,10010010010,udp,53,53,42
172,92242114085,10010010010,tcp,20,80,54
173,26124097170,10010010010,tcp,20,80,54
174,186128207048,10010010010,tcp,20,80,54
175,228019048128,10010010010,udp,53,53,42
176,247036166006,10010010010,udp,53,53,42
177,217048214236,10010010010,tcp,20,80,54
178,38049074087,10010010010,tcp,20,80,54
179,27202183175,10010010010,udp,53,53,42
180,125023244025,10010010010,tcp,20,80,54
181,32002085085,10010010010,udp,53,53,42
182,167103194158,10010010010,udp,53,53,42
183,207212220188,10010010010,udp,53,53,42
184,181014137077,10010010010,tcp,20,80,54
185,229036100072,10010010010,udp,53,53,42
186,216176105012,10010010010,tcp,20,80,54
187,45207175240,10010010010,udp,53,53,42
188,232196018228,10010010010,tcp,20,80,54
189,195223159056,10010010010,udp,53,53,42
190,157239207155,10010010010,tcp,20,80,54
191,54106007080,10010010010,udp,53,53,42
192,120097113,10010010010,tcp,20,80,54
193,59195040176,10010010010,tcp,20,80,54
194,201039195054,10010010010,tcp,20,80,54
195,89023180233,10010010010,udp,53,53,42
196,204097210015,10010010010,udp,53,53,42
197,151028222048,10010010010,udp,53,53,42
198,70118162168,10010010010,tcp,20,80,54
199,108035202005,10010010010,udp,53,53,42
200,124088203106,10010010010,tcp,20,80,54
201,127104122083,10010010010,tcp,20,80,54
202,178242071051,10010010010,tcp,20,80,54
203,229131249196,10010010010,tcp,20,80,54
204,206207240190,10010010010,tcp,20,80,54
205,36017251191,10010010010,tcp,20,80,54
206,147203185244,10010010010,udp,53,53,42
207,244172025041,10010010010,udp,53,53,42
208,71017233138,10010010010,tcp,20,80,54
209,116179169042,10010010010,udp,53,53,42
210,174045067161,10010010010,udp,53,53,42
211,92242114085,10010010010,tcp,20,80,54
212,228019048128,10010010010,udp,53,53,42
213,26124097170,10010010010,tcp,20,80,54
214,186128207048,10010010010,tcp,20,80,54
215,247036166006,10010010010,udp,53,53,42
216,217048214236,10010010010,tcp,20,80,54
217,38049074087,10010010010,tcp,20,80,54
218,125023244025,10010010010,tcp,20,80,54
219,32002085085,10010010010,udp,53,53,42
220,80134191129,10010010010,tcp,20,80,54
221,167103194158,10010010010,udp,53,53,42
222,207212220188,10010010010,udp,53,53,42
223,27001054016,10010010010,tcp,20,80,54
224,181014137077,10010010010,tcp,20,80,54
225,229036100072,10010010010,udp,53,53,42
226,216176105012,10010010010,tcp,20,80,54
227,45207175240,10010010010,udp,53,53,42
228,232196018228,10010010010,tcp,20,80,54
229,195223159056,10010010010,udp,53,53,42
230,56126038203,10010010010,udp,53,53,42
231,54106007080,10010010010,udp,53,53,42
232,157239207155,10010010010,tcp,20,80,54
233,120097113,10010010010,tcp,20,80,54
234,58036074113,10010010010,udp,53,53,42
235,59195040176,10010010010,tcp,20,80,54
236,89023180233,10010010010,udp,53,53,42
237,204097210015,10010010010,udp,53,53,42
238,201039195054,10010010010,tcp,20,80,54
239,151028222048,10010010010,udp,53,53,42
240,70118162168,10010010010,tcp,20,80,54
241,108035202005,10010010010,udp,53,53,42
242,124088203106,10010010010,tcp,20,80,54
243,127104122083,10010010010,tcp,20,80,54
244,178242071051,10010010010,tcp,20,80,54
245,206207240190,10010010010,tcp,20,80,54
246,229131249196,10010010010,tcp,20,80,54
247,36017251191,10010010010,tcp,20,80,54
248,35210109251,10010010010,udp,53,53,42
249,147203185244,10010010010,udp,53,53,42
250,71017233138,10010010010,tcp,20,80,54
251,244172025041,10010010010,udp,53,53,42
252,138252135028,10010010010,udp,53,53,42
253,116179169042,10010010010,udp,53,53,42
254,174045067161,10010010010,udp,53,53,42
255,92242114085,10010010010,tcp,20,80,54
256,26124097170,10010010010,tcp,20,80,54
257,228019048128,10010010010,udp,53,53,42
258,186128207048,10010010010,tcp,20,80,54
259,247036166006,10010010010,udp,53,53,42
260,217048214236,10010010010,tcp,20,80,54
261,66096051019,10010010010,udp,53,53,42
262,38049074087,10010010010,tcp,20,80,54
263,32002085085,10010010010,udp,53,53,42
264,125023244025,10010010010,tcp,20,80,54
265,167103194158,10010010010,udp,53,53,42
266,207212220188,10010010010,udp,53,53,42
267,158145030186,10010010010,tcp,20,80,54
268,27001054016,10010010010,tcp,20,80,54
269,181014137077,10010010010,tcp,20,80,54
270,140211152035,10010010010,udp,53,53,42
271,229036100072,10010010010,udp,53,53,42
272,216176105012,10010010010,tcp,20,80,54
273,45207175240,10010010010,udp,53,53,42
274,232196018228,10010010010,tcp,20,80,54
275,195223159056,10010010010,udp,53,53,42
276,56126038203,10010010010,udp,53,53,42
277,157239207155,10010010010,tcp,20,80,54
278,54106007080,10010010010,udp,53,53,42
279,113225123238,10010010010,tcp,20,80,54
280,120097113,10010010010,tcp,20,80,54
281,59195040176,10010010010,tcp,20,80,54
282,58036074113,10010010010,udp,53,53,42
283,89023180233,10010010010,udp,53,53,42
284,204097210015,10010010010,udp,53,53,42
285,201039195054,10010010010,tcp,20,80,54
286,50095247138,10010010010,udp,53,53,42
287,151028222048,10010010010,udp,53,53,42
288,70118162168,10010010010,tcp,20,80,54
289,108035202005,10010010010,udp,53,53,42
290,127104122083,10010010010,tcp,20,80,54
291,124088203106,10010010010,tcp,20,80,54
292,178242071051,10010010010,tcp,20,80,54
293,206207240190,10010010010,tcp,20,80,54
294,36017251191,10010010010,tcp,20,80,54
295,229131249196,10010010010,tcp,20,80,54
296,35210109251,10010010010,udp,53,53,42
297,147203185244,10010010010,udp,53,53,42
298,140048217220,10010010010,udp,53,53,42
299,71017233138,10010010010,tcp,20,80,54
300,244172025041,10010010010,udp,53,53,42
301,138252135028,10010010010,udp,53,53,42
302,116179169042,10010010010,udp,53,53,42
303,222033070215,10010010010,udp,53,53,42
304,174045067161,10010010010,udp,53,53,42
305,92242114085,10010010010,tcp,20,80,54
306,228019048128,10010010010,udp,53,53,42
307,26124097170,10010010010,tcp,20,80,54
308,186128207048,10010010010,tcp,20,80,54
309,247036166006,10010010010,udp,53,53,42
310,217048214236,10010010010,tcp,20,80,54
311,66096051019,10010010010,udp,53,53,42
312,38049074087,10010010010,tcp,20,80,54
313,251157187031,10010010010,tcp,20,80,54
314,32002085085,10010010010,udp,53,53,42
315,125023244025,10010010010,tcp,20,80,54
316,167103194158,10010010010,udp,53,53,42
317,207212220188,10010010010,udp,53,53,42
318,27001054016,10010010010,tcp,20,80,54
319,181014137077,10010010010,tcp,20,80,54
320,140211152035,10010010010,udp,53,53,42
321,229036100072,10010010010,udp,53,53,42
322,216176105012,10010010010,tcp,20,80,54
323,46038177004,10010010010,tcp,20,80,54
324,45207175240,10010010010,udp,53,53,42
325,232196018228,10010010010,tcp,20,80,54
326,195223159056,10010010010,udp,53,53,42
327,56126038203,10010010010,udp,53,53,42
328,157239207155,10010010010,tcp,20,80,54
329,113225123238,10010010010,tcp,20,80,54
330,54106007080,10010010010,udp,53,53,42
331,59195040176,10010010010,tcp,20,80,54
332,120097113,10010010010,tcp,20,80,54
333,58036074113,10010010010,udp,53,53,42
334,89023180233,10010010010,udp,53,53,42
335,204097210015,10010010010,udp,53,53,42
336,201039195054,10010010010,tcp,20,80,54
337,50095247138,10010010010,udp,53,53,42
338,151028222048,10010010010,udp,53,53,42
339,70118162168,10010010010,tcp,20,80,54
340,108035202005,10010010010,udp,53,53,42
341,124088203106,10010010010,tcp,20,80,54
342,127104122083,10010010010,tcp,20,80,54
343,178242071051,10010010010,tcp,20,80,54
344,206207240190,10010010010,tcp,20,80,54
345,229131249196,10010010010,tcp,20,80,54
346,36017251191,10010010010,tcp,20,80,54
347,35210109251,10010010010,udp,53,53,42
348,147203185244,10010010010,udp,53,53,42
349,140048217220,10010010010,udp,53,53,42
350,244172025041,10010010010,udp,53,53,42
351,71017233138,10010010010,tcp,20,80,54
352,138252135028,10010010010,udp,53,53,42
353,116179169042,10010010010,udp,53,53,42
354,222033070215,10010010010,udp,53,53,42
355,174045067161,10010010010,udp,53,53,42
356,92242114085,10010010010,tcp,20,80,54
357,228019048128,10010010010,udp,53,53,42
358,26124097170,10010010010,tcp,20,80,54
359,186128207048,10010010010,tcp,20,80,54
360,217048214236,10010010010,tcp,20,80,54
361,247036166006,10010010010,udp,53,53,42
362,66096051019,10010010010,udp,53,53,42
363,38049074087,10010010010,tcp,20,80,54
364,251157187031,10010010010,tcp,20,80,54
365,32002085085,10010010010,udp,53,53,42
366,125023244025,10010010010,tcp,20,80,54
367,167103194158,10010010010,udp,53,53,42
368,207212220188,10010010010,udp,53,53,42
369,27001054016,10010010010,tcp,20,80,54
370,181014137077,10010010010,tcp,20,80,54
371,140211152035,10010010010,udp,53,53,42
372,229036100072,10010010010,udp,53,53,42
373,216176105012,10010010010,tcp,20,80,54
374,45207175240,10010010010,udp,53,53,42
375,232196018228,10010010010,tcp,20,80,54
376,195223159056,10010010010,udp,53,53,42
377,116245145245,10010010010,tcp,20,80,54
378,56126038203,10010010010,udp,53,53,42
379,157239207155,10010010010,tcp,20,80,54
380,54106007080,10010010010,udp,53,53,42
381,113225123238,10010010010,tcp,20,80,54
382,120097113,10010010010,tcp,20,80,54
383,58036074113,10010010010,udp,53,53,42
384,59195040176,10010010010,tcp,20,80,54
385,89023180233,10010010010,udp,53,53,42
386,204097210015,10010010010,udp,53,53,42
387,201039195054,10010010010,tcp,20,80,54
388,50095247138,10010010010,udp,53,53,42
389,151028222048,10010010010,udp,53,53,42
390,70118162168,10010010010,tcp,20,80,54
391,127104122083,10010010010,tcp,20,80,54
392,108035202005,10010010010,udp,53,53,42
393,124088203106,10010010010,tcp,20,80,54
394,178242071051,10010010010,tcp,20,80,54
395,229131249196,10010010010,tcp,20,80,54
396,206207240190,10010010010,tcp,20,80,54
397,36017251191,10010010010,tcp,20,80,54
398,35210109251,10010010010,udp,53,53,42
399,147203185244,10010010010,udp,53,53,42
400,140048217220,10010010010,udp,53,53,42
401,71017233138,10010010010,tcp,20,80,54
402,244172025041,10010010010,udp,53,53,42
403,138252135028,10010010010,udp,53,53,42
404,116179169042,10010010010,udp,53,53,42
405,222033070215,10010010010,udp,53,53,42
406,174045067161,10010010010,udp,53,53,42
407,92242114085,10010010010,tcp,20,80,54
408,228019048128,10010010010,udp,53,53,42
409,26124097170,10010010010,tcp,20,80,54
410,186128207048,10010010010,tcp,20,80,54
411,217048214236,10010010010,tcp,20,80,54
412,247036166006,10010010010,udp,53,53,42
413,66096051019,10010010010,udp,53,53,42
414,38049074087,10010010010,tcp,20,80,54
415,251157187031,10010010010,tcp,20,80,54
416,125023244025,10010010010,tcp,20,80,54
417,32002085085,10010010010,udp,53,53,42
418,167103194158,10010010010,udp,53,53,42
419,207212220188,10010010010,udp,53,53,42
420,27001054016,10010010010,tcp,20,80,54
421,181014137077,10010010010,tcp,20,80,54
422,140211152035,10010010010,udp,53,53,42
423,229036100072,10010010010,udp,53,53,42
424,216176105012,10010010010,tcp,20,80,54
425,45207175240,10010010010,udp,53,53,42
426,232196018228,10010010010,tcp,20,80,54
427,195223159056,10010010010,udp,53,53,42
428,56126038203,10010010010,udp,53,53,42
429,157239207155,10010010010,tcp,20,80,54
430,54106007080,10010010010,udp,53,53,42
431,113225123238,10010010010,tcp,20,80,54
432,120097113,10010010010,tcp,20,80,54
433,240166046044,10010010010,tcp,20,80,54
434,59195040176,10010010010,tcp,20,80,54
435,58036074113,10010010010,udp,53,53,42
436,204097210015,10010010010,udp,53,53,42
437,89023180233,10010010010,udp,53,53,42
438,201039195054,10010010010,tcp,20,80,54
439,50095247138,10010010010,udp,53,53,42
440,151028222048,10010010010,udp,53,53,42
441,70118162168,10010010010,tcp,20,80,54
442,108035202005,10010010010,udp,53,53,42
443,127104122083,10010010010,tcp,20,80,54
444,124088203106,10010010010,tcp,20,80,54
445,178242071051,10010010010,tcp,20,80,54
446,229131249196,10010010010,tcp,20,80,54
447,206207240190,10010010010,tcp,20,80,54
448,36017251191,10010010010,tcp,20,80,54
449,35210109251,10010010010,udp,53,53,42
450,147203185244,10010010010,udp,53,53,42
451,140048217220,10010010010,udp,53,53,42
452,71017233138,10010010010,tcp,20,80,54
453,244172025041,10010010010,udp,53,53,42
454,138252135028,10010010010,udp,53,53,42
455,116179169042,10010010010,udp,53,53,42
456,222033070215,10010010010,udp,53,53,42
457,174045067161,10010010010,udp,53,53,42
458,92242114085,10010010010,tcp,20,80,54
459,228019048128,10010010010,udp,53,53,42
460,26124097170,10010010010,tcp,20,80,54
461,186128207048,10010010010,tcp,20,80,54
462,247036166006,10010010010,udp,53,53,42
463,217048214236,10010010010,tcp,20,80,54
464,66096051019,10010010010,udp,53,53,42
465,38049074087,10010010010,tcp,20,80,54
466,251157187031,10010010010,tcp,20,80,54
467,125023244025,10010010010,tcp,20,80,54
468,32002085085,10010010010,udp,53,53,42
469,167103194158,10010010010,udp,53,53,42
470,207212220188,10010010010,udp,53,53,42
471,27001054016,10010010010,tcp,20,80,54
472,181014137077,10010010010,tcp,20,80,54
473,140211152035,10010010010,udp,53,53,42
474,229036100072,10010010010,udp,53,53,42
475,216176105012,10010010010,tcp,20,80,54
476,45207175240,10010010010,udp,53,53,42
477,232196018228,10010010010,tcp,20,80,54
478,195223159056,10010010010,udp,53,53,42
479,56126038203,10010010010,udp,53,53,42
480,157239207155,10010010010,tcp,20,80,54
481,113225123238,10010010010,tcp,20,80,54
482,54106007080,10010010010,udp,53,53,42
483,120097113,10010010010,tcp,20,80,54
484,59195040176,10010010010,tcp,20,80,54
485,58036074113,10010010010,udp,53,53,42
486,31254201040,10010010010,udp,53,53,42
487,204097210015,10010010010,udp,53,53,42
488,89023180233,10010010010,udp,53,53,42
489,201039195054,10010010010,tcp,20,80,54
490,50095247138,10010010010,udp,53,53,42
491,151028222048,10010010010,udp,53,53,42
492,70118162168,10010010010,tcp,20,80,54
493,108035202005,10010010010,udp,53,53,42
494,127104122083,10010010010,tcp,20,80,54
495,124088203106,10010010010,tcp,20,80,54
496,178242071051,10010010010,tcp,20,80,54
497,229131249196,10010010010,tcp,20,80,54
498,206207240190,10010010010,tcp,20,80,54
499,36017251191,10010010010,tcp,20,80,54
500,35210109251,10010010010,udp,53,53,42
501,147203185244,10010010010,udp,53,53,42
502,140048217220,10010010010,udp,53,53,42
503,71017233138,10010010010,tcp,20,80,54
504,244172025041,10010010010,udp,53,53,42
505,138252135028,10010010010,udp,53,53,42
506,116179169042,10010010010,udp,53,53,42
507,222033070215,10010010010,udp,53,53,42
508,174045067161,10010010010,udp,53,53,42
509,92242114085,10010010010,tcp,20,80,54
510,228019048128,10010010010,udp,53,53,42
511,26124097170,10010010010,tcp,20,80,54
512,186128207048,10010010010,tcp,20,80,54
513,217048214236,10010010010,tcp,20,80,54
514,247036166006,10010010010,udp,53,53,42
515,66096051019,10010010010,udp,53,53,42
516,38049074087,10010010010,tcp,20,80,54
517,251157187031,10010010010,tcp,20,80,54
518,125023244025,10010010010,tcp,20,80,54
519,32002085085,10010010010,udp,53,53,42
520,167103194158,10010010010,udp,53,53,42
521,207212220188,10010010010,udp,53,53,42
522,27001054016,10010010010,tcp,20,80,54
523,181014137077,10010010010,tcp,20,80,54
524,140211152035,10010010010,udp,53,53,42
525,229036100072,10010010010,udp,53,53,42
526,216176105012,10010010010,tcp,20,80,54
527,45207175240,10010010010,udp,53,53,42
528,232196018228,10010010010,tcp,20,80,54
529,195223159056,10010010010,udp,53,53,42
530,56126038203,10010010010,udp,53,53,42
531,157239207155,10010010010,tcp,20,80,54
532,54106007080,10010010010,udp,53,53,42
533,113225123238,10010010010,tcp,20,80,54
534,120097113,10010010010,tcp,20,80,54
535,59195040176,10010010010,tcp,20,80,54
536,58036074113,10010010010,udp,53,53,42
537,89023180233,10010010010,udp,53,53,42
538,204097210015,10010010010,udp,53,53,42
539,201039195054,10010010010,tcp,20,80,54
540,50095247138,10010010010,udp,53,53,42
541,151028222048,10010010010,udp,53,53,42
542,70118162168,10010010010,tcp,20,80,54
543,251179128161,10010010010,udp,53,53,42
544,108035202005,10010010010,udp,53,53,42
545,127104122083,10010010010,tcp,20,80,54
546,124088203106,10010010010,tcp,20,80,54
547,178242071051,10010010010,tcp,20,80,54
548,229131249196,10010010010,tcp,20,80,54
549,206207240190,10010010010,tcp,20,80,54
550,36017251191,10010010010,tcp,20,80,54
551,35210109251,10010010010,udp,53,53,42
552,147203185244,10010010010,udp,53,53,42
553,140048217220,10010010010,udp,53,53,42
554,71017233138,10010010010,tcp,20,80,54
555,244172025041,10010010010,udp,53,53,42
556,116179169042,10010010010,udp,53,53,42
557,138252135028,10010010010,udp,53,53,42
558,222033070215,10010010010,udp,53,53,42
559,174045067161,10010010010,udp,53,53,42
560,92242114085,10010010010,tcp,20,80,54
561,228019048128,10010010010,udp,53,53,42
562,26124097170,10010010010,tcp,20,80,54
563,186128207048,10010010010,tcp,20,80,54
564,247036166006,10010010010,udp,53,53,42
565,217048214236,10010010010,tcp,20,80,54
566,66096051019,10010010010,udp,53,53,42
567,38049074087,10010010010,tcp,20,80,54
568,251157187031,10010010010,tcp,20,80,54
569,125023244025,10010010010,tcp,20,80,54
570,32002085085,10010010010,udp,53,53,42
571,167103194158,10010010010,udp,53,53,42
572,207212220188,10010010010,udp,53,53,42
573,27001054016,10010010010,tcp,20,80,54
574,181014137077,10010010010,tcp,20,80,54
575,140211152035,10010010010,udp,53,53,42
576,229036100072,10010010010,udp,53,53,42
577,216176105012,10010010010,tcp,20,80,54
578,45207175240,10010010010,udp,53,53,42
579,232196018228,10010010010,tcp,20,80,54
580,195223159056,10010010010,udp,53,53,42
581,56126038203,10010010010,udp,53,53,42
582,157239207155,10010010010,tcp,20,80,54
583,54106007080,10010010010,udp,53,53,42
584,113225123238,10010010010,tcp,20,80,54
585,120097113,10010010010,tcp,20,80,54
586,59195040176,10010010010,tcp,20,80,54
587,58036074113,10010010010,udp,53,53,42
588,204097210015,10010010010,udp,53,53,42
589,89023180233,10010010010,udp,53,53,42
590,201039195054,10010010010,tcp,20,80,54
591,50095247138,10010010010,udp,53,53,42
592,151028222048,10010010010,udp,53,53,42
593,70118162168,10010010010,tcp,20,80,54
594,108035202005,10010010010,udp,53,53,42
595,127104122083,10010010010,tcp,20,80,54
596,124088203106,10010010010,tcp,20,80,54
597,178242071051,10010010010,tcp,20,80,54
598,229131249196,10010010010,tcp,20,80,54
599,206207240190,10010010010,tcp,20,80,54
600,189048026083,10010010010,udp,53,53,42
601,36017251191,10010010010,tcp,20,80,54
602,35210109251,10010010010,udp,53,53,42
603,147203185244,10010010010,udp,53,53,42
604,140048217220,10010010010,udp,53,53,42
605,71017233138,10010010010,tcp,20,80,54
606,244172025041,10010010010,udp,53,53,42
607,116179169042,10010010010,udp,53,53,42
608,138252135028,10010010010,udp,53,53,42
609,222033070215,10010010010,udp,53,53,42
610,174045067161,10010010010,udp,53,53,42
611,92242114085,10010010010,tcp,20,80,54
612,228019048128,10010010010,udp,53,53,42
613,26124097170,10010010010,tcp,20,80,54
614,186128207048,10010010010,tcp,20,80,54
615,217048214236,10010010010,tcp,20,80,54
616,247036166006,10010010010,udp,53,53,42
617,66096051019,10010010010,udp,53,53,42
618,38049074087,10010010010,tcp,20,80,54
619,251157187031,10010010010,tcp,20,80,54
620,32002085085,10010010010,udp,53,53,42
621,125023244025,10010010010,tcp,20,80,54
622,167103194158,10010010010,udp,53,53,42
623,207212220188,10010010010,udp,53,53,42
624,27001054016,10010010010,tcp,20,80,54
625,181014137077,10010010010,tcp,20,80,54
626,140211152035,10010010010,udp,53,53,42
627,229036100072,10010010010,udp,53,53,42
628,216176105012,10010010010,tcp,20,80,54
629,45207175240,10010010010,udp,53,53,42
630,232196018228,10010010010,tcp,20,80,54
631,195223159056,10010010010,udp,53,53,42
632,56126038203,10010010010,udp,53,53,42
633,157239207155,10010010010,tcp,20,80,54
634,54106007080,10010010010,udp,53,53,42
635,113225123238,10010010010,tcp,20,80,54
636,120097113,10010010010,tcp,20,80,54
637,59195040176,10010010010,tcp,20,80,54
638,58036074113,10010010010,udp,53,53,42
639,204097210015,10010010010,udp,53,53,42
640,89023180233,10010010010,udp,53,53,42
641,201039195054,10010010010,tcp,20,80,54
642,50095247138,10010010010,udp,53,53,42
643,151028222048,10010010010,udp,53,53,42
644,70118162168,10010010010,tcp,20,80,54
645,108035202005,10010010010,udp,53,53,42
646,127104122083,10010010010,tcp,20,80,54
647,124088203106,10010010010,tcp,20,80,54
