,IP source,IP destiny,L2 protocol,Source port,Destiny port,Package size
153,192302539,10101010,tcp,20,80,54
154,192302539,10101010,udp,53,53,42
155,1923025344,10101010,udp,53,53,42
156,1923025348,10101010,udp,53,53,42
157,1923025346,10101010,tcp,20,80,54
158,1923025341,10101010,udp,53,53,42
159,1923025330,10101010,tcp,20,80,54
160,1923025338,10101010,udp,53,53,42
161,1923025386,10101010,udp,53,53,42
162,1923025370,10101010,udp,53,53,42
163,1923025333,10101010,udp,53,53,42
164,1923025364,10101010,udp,53,53,42
165,1923025340,10101010,udp,53,53,42
166,1923025353,10101010,udp,53,53,42
167,1923025327,10101010,tcp,20,80,54
168,1923025315,10101010,tcp,20,80,54
169,1923025366,10101010,udp,53,53,42
170,1923025333,10101010,tcp,20,80,54
171,1923025379,10101010,udp,53,53,42
172,1923025321,10101010,udp,53,53,42
173,1923025340,10101010,tcp,20,80,54
174,1923025316,10101010,udp,53,53,42
175,1923025388,10101010,udp,53,53,42
176,1923025370,10101010,tcp,20,80,54
