,IP source,IP destiny,L2 protocol,Source port,Destiny port,Package size
78,51203082171,10010010010,tcp,20,80,54
79,49185146084,10010010010,udp,53,53,42
80,252041067233,10010010010,tcp,20,80,54
81,204049099210,10010010010,tcp,20,80,54
82,157251226032,10010010010,udp,53,53,42
83,140112043166,10010010010,tcp,20,80,54
84,123189033001,10010010010,udp,53,53,42
85,125037166041,10010010010,udp,53,53,42
86,126123030046,10010010010,tcp,20,80,54
87,1215076190,10010010010,tcp,20,80,54
88,241033027168,10010010010,udp,53,53,42
89,94201141112,10010010010,udp,53,53,42
90,54071010105,10010010010,tcp,20,80,54
91,128125219105,10010010010,tcp,20,80,54
92,140109055158,10010010010,tcp,20,80,54
93,192004009098,10010010010,udp,53,53,42
94,162130018201,10010010010,tcp,20,80,54
95,248031011235,10010010010,udp,53,53,42
96,50166000029,10010010010,tcp,20,80,54
97,206106019122,10010010010,udp,53,53,42
98,252210094172,10010010010,udp,53,53,42
99,31086108021,10010010010,udp,53,53,42
100,37032140007,10010010010,tcp,20,80,54
101,224107092142,10010010010,tcp,20,80,54
102,2199237083,10010010010,udp,53,53,42
103,233247202173,10010010010,udp,53,53,42
104,147109112176,10010010010,udp,53,53,42
105,32088046060,10010010010,udp,53,53,42
106,51203082171,10010010010,tcp,20,80,54
107,217138069211,10010010010,udp,53,53,42
108,252041067233,10010010010,tcp,20,80,54
109,49185146084,10010010010,udp,53,53,42
110,151159229206,10010010010,udp,53,53,42
111,204049099210,10010010010,tcp,20,80,54
112,157251226032,10010010010,udp,53,53,42
113,119185213012,10010010010,tcp,20,80,54
114,140112043166,10010010010,tcp,20,80,54
115,123189033001,10010010010,udp,53,53,42
116,125037166041,10010010010,udp,53,53,42
117,186236107142,10010010010,tcp,20,80,54
118,126123030046,10010010010,tcp,20,80,54
119,1215076190,10010010010,tcp,20,80,54
120,241033027168,10010010010,udp,53,53,42
121,94201141112,10010010010,udp,53,53,42
122,54071010105,10010010010,tcp,20,80,54
123,128125219105,10010010010,tcp,20,80,54
124,140109055158,10010010010,tcp,20,80,54
125,192004009098,10010010010,udp,53,53,42
126,162130018201,10010010010,tcp,20,80,54
127,43150134194,10010010010,tcp,20,80,54
128,248031011235,10010010010,udp,53,53,42
129,50166000029,10010010010,tcp,20,80,54
130,206106019122,10010010010,udp,53,53,42
131,252210094172,10010010010,udp,53,53,42
132,31086108021,10010010010,udp,53,53,42
133,37032140007,10010010010,tcp,20,80,54
134,224107092142,10010010010,tcp,20,80,54
135,181060166253,10010010010,udp,53,53,42
136,147109112176,10010010010,udp,53,53,42
137,2199237083,10010010010,udp,53,53,42
138,233247202173,10010010010,udp,53,53,42
139,11153193053,10010010010,udp,53,53,42
140,32088046060,10010010010,udp,53,53,42
141,51203082171,10010010010,tcp,20,80,54
142,217138069211,10010010010,udp,53,53,42
143,252041067233,10010010010,tcp,20,80,54
144,49185146084,10010010010,udp,53,53,42
145,204049099210,10010010010,tcp,20,80,54
146,157251226032,10010010010,udp,53,53,42
147,105050164131,10010010010,udp,53,53,42
148,119185213012,10010010010,tcp,20,80,54
149,140112043166,10010010010,tcp,20,80,54
150,227114192202,10010010010,tcp,20,80,54
151,123189033001,10010010010,udp,53,53,42
152,158246150245,10010010010,tcp,20,80,54
153,186236107142,10010010010,tcp,20,80,54
154,125037166041,10010010010,udp,53,53,42
155,174130105026,10010010010,tcp,20,80,54
156,126123030046,10010010010,tcp,20,80,54
157,1215076190,10010010010,tcp,20,80,54
158,241033027168,10010010010,udp,53,53,42
159,54071010105,10010010010,tcp,20,80,54
160,94201141112,10010010010,udp,53,53,42
161,128125219105,10010010010,tcp,20,80,54
162,242227105201,10010010010,udp,53,53,42
163,140109055158,10010010010,tcp,20,80,54
164,62086090177,10010010010,tcp,20,80,54
165,192004009098,10010010010,udp,53,53,42
166,162130018201,10010010010,tcp,20,80,54
167,43150134194,10010010010,tcp,20,80,54
168,166222246235,10010010010,udp,53,53,42
169,248031011235,10010010010,udp,53,53,42
170,151229049255,10010010010,tcp,20,80,54
171,206106019122,10010010010,udp,53,53,42
172,50166000029,10010010010,tcp,20,80,54
173,252210094172,10010010010,udp,53,53,42
174,31086108021,10010010010,udp,53,53,42
175,224107092142,10010010010,tcp,20,80,54
176,37032140007,10010010010,tcp,20,80,54
177,181060166253,10010010010,udp,53,53,42
178,147109112176,10010010010,udp,53,53,42
179,2199237083,10010010010,udp,53,53,42
180,233247202173,10010010010,udp,53,53,42
181,11153193053,10010010010,udp,53,53,42
182,34215212252,10010010010,udp,53,53,42
183,32088046060,10010010010,udp,53,53,42
184,81188111200,10010010010,udp,53,53,42
185,51203082171,10010010010,tcp,20,80,54
186,41105096185,10010010010,udp,53,53,42
187,217138069211,10010010010,udp,53,53,42
188,252041067233,10010010010,tcp,20,80,54
189,49185146084,10010010010,udp,53,53,42
190,204049099210,10010010010,tcp,20,80,54
191,60029026184,10010010010,tcp,20,80,54
192,180159011059,10010010010,tcp,20,80,54
193,157251226032,10010010010,udp,53,53,42
194,254028244180,10010010010,tcp,20,80,54
195,140112043166,10010010010,tcp,20,80,54
196,119185213012,10010010010,tcp,20,80,54
197,227114192202,10010010010,tcp,20,80,54
198,158246150245,10010010010,tcp,20,80,54
199,123189033001,10010010010,udp,53,53,42
200,186236107142,10010010010,tcp,20,80,54
201,125037166041,10010010010,udp,53,53,42
202,174130105026,10010010010,tcp,20,80,54
203,126123030046,10010010010,tcp,20,80,54
204,200208230068,10010010010,udp,53,53,42
205,1215076190,10010010010,tcp,20,80,54
206,101099176191,10010010010,udp,53,53,42
207,241033027168,10010010010,udp,53,53,42
208,54071010105,10010010010,tcp,20,80,54
209,94201141112,10010010010,udp,53,53,42
210,128125219105,10010010010,tcp,20,80,54
211,242227105201,10010010010,udp,53,53,42
212,140109055158,10010010010,tcp,20,80,54
213,255136222101,10010010010,tcp,20,80,54
214,75099085174,10010010010,udp,53,53,42
215,62086090177,10010010010,tcp,20,80,54
216,192004009098,10010010010,udp,53,53,42
217,162130018201,10010010010,tcp,20,80,54
218,43150134194,10010010010,tcp,20,80,54
219,166222246235,10010010010,udp,53,53,42
220,248031011235,10010010010,udp,53,53,42
221,151229049255,10010010010,tcp,20,80,54
222,206106019122,10010010010,udp,53,53,42
223,50166000029,10010010010,tcp,20,80,54
224,252210094172,10010010010,udp,53,53,42
225,31086108021,10010010010,udp,53,53,42
226,37032140007,10010010010,tcp,20,80,54
227,224107092142,10010010010,tcp,20,80,54
228,181060166253,10010010010,udp,53,53,42
229,147109112176,10010010010,udp,53,53,42
230,2199237083,10010010010,udp,53,53,42
231,233247202173,10010010010,udp,53,53,42
232,11153193053,10010010010,udp,53,53,42
233,34215212252,10010010010,udp,53,53,42
234,32088046060,10010010010,udp,53,53,42
235,81188111200,10010010010,udp,53,53,42
236,51203082171,10010010010,tcp,20,80,54
237,41105096185,10010010010,udp,53,53,42
238,217138069211,10010010010,udp,53,53,42
239,252041067233,10010010010,tcp,20,80,54
240,49185146084,10010010010,udp,53,53,42
241,60029026184,10010010010,tcp,20,80,54
242,204049099210,10010010010,tcp,20,80,54
243,157251226032,10010010010,udp,53,53,42
244,180159011059,10010010010,tcp,20,80,54
245,140112043166,10010010010,tcp,20,80,54
246,119185213012,10010010010,tcp,20,80,54
247,227114192202,10010010010,tcp,20,80,54
248,231230161142,10010010010,tcp,20,80,54
249,158246150245,10010010010,tcp,20,80,54
250,123189033001,10010010010,udp,53,53,42
251,186236107142,10010010010,tcp,20,80,54
252,125037166041,10010010010,udp,53,53,42
253,174130105026,10010010010,tcp,20,80,54
254,126123030046,10010010010,tcp,20,80,54
255,200208230068,10010010010,udp,53,53,42
256,1215076190,10010010010,tcp,20,80,54
257,101099176191,10010010010,udp,53,53,42
258,241033027168,10010010010,udp,53,53,42
259,94201141112,10010010010,udp,53,53,42
260,54071010105,10010010010,tcp,20,80,54
261,128125219105,10010010010,tcp,20,80,54
262,242227105201,10010010010,udp,53,53,42
263,140109055158,10010010010,tcp,20,80,54
264,255136222101,10010010010,tcp,20,80,54
265,75099085174,10010010010,udp,53,53,42
266,62086090177,10010010010,tcp,20,80,54
267,192004009098,10010010010,udp,53,53,42
268,43150134194,10010010010,tcp,20,80,54
269,162130018201,10010010010,tcp,20,80,54
270,166222246235,10010010010,udp,53,53,42
271,248031011235,10010010010,udp,53,53,42
272,151229049255,10010010010,tcp,20,80,54
273,206106019122,10010010010,udp,53,53,42
274,50166000029,10010010010,tcp,20,80,54
275,252210094172,10010010010,udp,53,53,42
276,31086108021,10010010010,udp,53,53,42
277,224107092142,10010010010,tcp,20,80,54
278,37032140007,10010010010,tcp,20,80,54
279,181060166253,10010010010,udp,53,53,42
280,147109112176,10010010010,udp,53,53,42
281,2199237083,10010010010,udp,53,53,42
282,233247202173,10010010010,udp,53,53,42
283,11153193053,10010010010,udp,53,53,42
284,34215212252,10010010010,udp,53,53,42
285,32088046060,10010010010,udp,53,53,42
286,81188111200,10010010010,udp,53,53,42
287,51203082171,10010010010,tcp,20,80,54
288,41105096185,10010010010,udp,53,53,42
289,217138069211,10010010010,udp,53,53,42
290,252041067233,10010010010,tcp,20,80,54
291,49185146084,10010010010,udp,53,53,42
292,60029026184,10010010010,tcp,20,80,54
293,204049099210,10010010010,tcp,20,80,54
294,180159011059,10010010010,tcp,20,80,54
295,157251226032,10010010010,udp,53,53,42
296,140112043166,10010010010,tcp,20,80,54
297,119185213012,10010010010,tcp,20,80,54
298,227114192202,10010010010,tcp,20,80,54
299,158246150245,10010010010,tcp,20,80,54
300,123189033001,10010010010,udp,53,53,42
301,186236107142,10010010010,tcp,20,80,54
302,125037166041,10010010010,udp,53,53,42
303,174130105026,10010010010,tcp,20,80,54
304,126123030046,10010010010,tcp,20,80,54
305,200208230068,10010010010,udp,53,53,42
306,1215076190,10010010010,tcp,20,80,54
307,51184072149,10010010010,tcp,20,80,54
308,101099176191,10010010010,udp,53,53,42
309,241033027168,10010010010,udp,53,53,42
310,94201141112,10010010010,udp,53,53,42
311,54071010105,10010010010,tcp,20,80,54
312,242227105201,10010010010,udp,53,53,42
313,128125219105,10010010010,tcp,20,80,54
314,140109055158,10010010010,tcp,20,80,54
315,255136222101,10010010010,tcp,20,80,54
316,75099085174,10010010010,udp,53,53,42
317,62086090177,10010010010,tcp,20,80,54
318,192004009098,10010010010,udp,53,53,42
319,162130018201,10010010010,tcp,20,80,54
320,43150134194,10010010010,tcp,20,80,54
321,166222246235,10010010010,udp,53,53,42
322,248031011235,10010010010,udp,53,53,42
323,151229049255,10010010010,tcp,20,80,54
324,206106019122,10010010010,udp,53,53,42
325,50166000029,10010010010,tcp,20,80,54
326,252210094172,10010010010,udp,53,53,42
327,31086108021,10010010010,udp,53,53,42
328,224107092142,10010010010,tcp,20,80,54
329,37032140007,10010010010,tcp,20,80,54
330,181060166253,10010010010,udp,53,53,42
331,147109112176,10010010010,udp,53,53,42
332,233247202173,10010010010,udp,53,53,42
333,2199237083,10010010010,udp,53,53,42
334,11153193053,10010010010,udp,53,53,42
335,34215212252,10010010010,udp,53,53,42
336,32088046060,10010010010,udp,53,53,42
337,81188111200,10010010010,udp,53,53,42
338,51203082171,10010010010,tcp,20,80,54
339,41105096185,10010010010,udp,53,53,42
340,217138069211,10010010010,udp,53,53,42
341,252041067233,10010010010,tcp,20,80,54
342,49185146084,10010010010,udp,53,53,42
343,60029026184,10010010010,tcp,20,80,54
344,204049099210,10010010010,tcp,20,80,54
345,180159011059,10010010010,tcp,20,80,54
346,157251226032,10010010010,udp,53,53,42
347,140112043166,10010010010,tcp,20,80,54
348,119185213012,10010010010,tcp,20,80,54
349,227114192202,10010010010,tcp,20,80,54
350,158246150245,10010010010,tcp,20,80,54
351,123189033001,10010010010,udp,53,53,42
352,186236107142,10010010010,tcp,20,80,54
353,125037166041,10010010010,udp,53,53,42
354,174130105026,10010010010,tcp,20,80,54
355,126123030046,10010010010,tcp,20,80,54
356,200208230068,10010010010,udp,53,53,42
357,1215076190,10010010010,tcp,20,80,54
358,101099176191,10010010010,udp,53,53,42
359,241033027168,10010010010,udp,53,53,42
360,94201141112,10010010010,udp,53,53,42
361,54071010105,10010010010,tcp,20,80,54
362,242227105201,10010010010,udp,53,53,42
363,167242064130,10010010010,tcp,20,80,54
364,128125219105,10010010010,tcp,20,80,54
365,140109055158,10010010010,tcp,20,80,54
366,255136222101,10010010010,tcp,20,80,54
367,75099085174,10010010010,udp,53,53,42
368,62086090177,10010010010,tcp,20,80,54
369,192004009098,10010010010,udp,53,53,42
370,43150134194,10010010010,tcp,20,80,54
371,162130018201,10010010010,tcp,20,80,54
372,166222246235,10010010010,udp,53,53,42
373,248031011235,10010010010,udp,53,53,42
374,151229049255,10010010010,tcp,20,80,54
375,206106019122,10010010010,udp,53,53,42
376,50166000029,10010010010,tcp,20,80,54
377,252210094172,10010010010,udp,53,53,42
378,31086108021,10010010010,udp,53,53,42
379,224107092142,10010010010,tcp,20,80,54
380,37032140007,10010010010,tcp,20,80,54
381,181060166253,10010010010,udp,53,53,42
382,147109112176,10010010010,udp,53,53,42
383,2199237083,10010010010,udp,53,53,42
384,233247202173,10010010010,udp,53,53,42
385,11153193053,10010010010,udp,53,53,42
386,34215212252,10010010010,udp,53,53,42
387,32088046060,10010010010,udp,53,53,42
388,81188111200,10010010010,udp,53,53,42
389,51203082171,10010010010,tcp,20,80,54
390,41105096185,10010010010,udp,53,53,42
391,217138069211,10010010010,udp,53,53,42
392,252041067233,10010010010,tcp,20,80,54
393,49185146084,10010010010,udp,53,53,42
394,60029026184,10010010010,tcp,20,80,54
395,204049099210,10010010010,tcp,20,80,54
396,180159011059,10010010010,tcp,20,80,54
397,157251226032,10010010010,udp,53,53,42
398,140112043166,10010010010,tcp,20,80,54
399,119185213012,10010010010,tcp,20,80,54
400,227114192202,10010010010,tcp,20,80,54
401,158246150245,10010010010,tcp,20,80,54
402,123189033001,10010010010,udp,53,53,42
403,186236107142,10010010010,tcp,20,80,54
404,174130105026,10010010010,tcp,20,80,54
405,125037166041,10010010010,udp,53,53,42
406,126123030046,10010010010,tcp,20,80,54
407,200208230068,10010010010,udp,53,53,42
408,1215076190,10010010010,tcp,20,80,54
409,101099176191,10010010010,udp,53,53,42
410,241033027168,10010010010,udp,53,53,42
411,94201141112,10010010010,udp,53,53,42
412,54071010105,10010010010,tcp,20,80,54
413,242227105201,10010010010,udp,53,53,42
414,128125219105,10010010010,tcp,20,80,54
415,140109055158,10010010010,tcp,20,80,54
416,255136222101,10010010010,tcp,20,80,54
417,75099085174,10010010010,udp,53,53,42
418,62086090177,10010010010,tcp,20,80,54
419,230035017197,10010010010,udp,53,53,42
420,192004009098,10010010010,udp,53,53,42
421,162130018201,10010010010,tcp,20,80,54
422,43150134194,10010010010,tcp,20,80,54
423,166222246235,10010010010,udp,53,53,42
424,248031011235,10010010010,udp,53,53,42
425,151229049255,10010010010,tcp,20,80,54
426,206106019122,10010010010,udp,53,53,42
427,50166000029,10010010010,tcp,20,80,54
428,252210094172,10010010010,udp,53,53,42
429,31086108021,10010010010,udp,53,53,42
430,224107092142,10010010010,tcp,20,80,54
431,37032140007,10010010010,tcp,20,80,54
432,181060166253,10010010010,udp,53,53,42
433,147109112176,10010010010,udp,53,53,42
434,2199237083,10010010010,udp,53,53,42
435,233247202173,10010010010,udp,53,53,42
436,11153193053,10010010010,udp,53,53,42
437,34215212252,10010010010,udp,53,53,42
438,32088046060,10010010010,udp,53,53,42
439,81188111200,10010010010,udp,53,53,42
440,41105096185,10010010010,udp,53,53,42
441,51203082171,10010010010,tcp,20,80,54
442,217138069211,10010010010,udp,53,53,42
443,252041067233,10010010010,tcp,20,80,54
444,49185146084,10010010010,udp,53,53,42
445,60029026184,10010010010,tcp,20,80,54
446,180159011059,10010010010,tcp,20,80,54
447,204049099210,10010010010,tcp,20,80,54
448,157251226032,10010010010,udp,53,53,42
449,140112043166,10010010010,tcp,20,80,54
450,119185213012,10010010010,tcp,20,80,54
451,227114192202,10010010010,tcp,20,80,54
452,158246150245,10010010010,tcp,20,80,54
453,123189033001,10010010010,udp,53,53,42
454,186236107142,10010010010,tcp,20,80,54
455,174130105026,10010010010,tcp,20,80,54
456,125037166041,10010010010,udp,53,53,42
457,126123030046,10010010010,tcp,20,80,54
458,200208230068,10010010010,udp,53,53,42
459,1215076190,10010010010,tcp,20,80,54
460,101099176191,10010010010,udp,53,53,42
461,241033027168,10010010010,udp,53,53,42
462,94201141112,10010010010,udp,53,53,42
463,54071010105,10010010010,tcp,20,80,54
464,242227105201,10010010010,udp,53,53,42
465,128125219105,10010010010,tcp,20,80,54
466,140109055158,10010010010,tcp,20,80,54
467,255136222101,10010010010,tcp,20,80,54
468,75099085174,10010010010,udp,53,53,42
469,62086090177,10010010010,tcp,20,80,54
470,192004009098,10010010010,udp,53,53,42
471,162130018201,10010010010,tcp,20,80,54
472,43150134194,10010010010,tcp,20,80,54
473,37058051071,10010010010,tcp,20,80,54
474,166222246235,10010010010,udp,53,53,42
475,248031011235,10010010010,udp,53,53,42
476,151229049255,10010010010,tcp,20,80,54
477,206106019122,10010010010,udp,53,53,42
478,50166000029,10010010010,tcp,20,80,54
479,252210094172,10010010010,udp,53,53,42
480,31086108021,10010010010,udp,53,53,42
481,224107092142,10010010010,tcp,20,80,54
482,37032140007,10010010010,tcp,20,80,54
483,181060166253,10010010010,udp,53,53,42
484,147109112176,10010010010,udp,53,53,42
485,2199237083,10010010010,udp,53,53,42
486,233247202173,10010010010,udp,53,53,42
487,11153193053,10010010010,udp,53,53,42
488,34215212252,10010010010,udp,53,53,42
489,32088046060,10010010010,udp,53,53,42
490,81188111200,10010010010,udp,53,53,42
491,51203082171,10010010010,tcp,20,80,54
492,41105096185,10010010010,udp,53,53,42
493,217138069211,10010010010,udp,53,53,42
494,49185146084,10010010010,udp,53,53,42
495,252041067233,10010010010,tcp,20,80,54
496,60029026184,10010010010,tcp,20,80,54
497,180159011059,10010010010,tcp,20,80,54
498,204049099210,10010010010,tcp,20,80,54
499,157251226032,10010010010,udp,53,53,42
500,140112043166,10010010010,tcp,20,80,54
501,119185213012,10010010010,tcp,20,80,54
502,227114192202,10010010010,tcp,20,80,54
503,158246150245,10010010010,tcp,20,80,54
504,123189033001,10010010010,udp,53,53,42
505,186236107142,10010010010,tcp,20,80,54
506,174130105026,10010010010,tcp,20,80,54
507,126123030046,10010010010,tcp,20,80,54
508,125037166041,10010010010,udp,53,53,42
509,200208230068,10010010010,udp,53,53,42
510,1215076190,10010010010,tcp,20,80,54
511,101099176191,10010010010,udp,53,53,42
512,241033027168,10010010010,udp,53,53,42
513,94201141112,10010010010,udp,53,53,42
514,54071010105,10010010010,tcp,20,80,54
515,242227105201,10010010010,udp,53,53,42
516,128125219105,10010010010,tcp,20,80,54
517,140109055158,10010010010,tcp,20,80,54
518,255136222101,10010010010,tcp,20,80,54
519,75099085174,10010010010,udp,53,53,42
520,62086090177,10010010010,tcp,20,80,54
521,192004009098,10010010010,udp,53,53,42
522,162130018201,10010010010,tcp,20,80,54
523,43150134194,10010010010,tcp,20,80,54
524,166222246235,10010010010,udp,53,53,42
525,248031011235,10010010010,udp,53,53,42
526,151229049255,10010010010,tcp,20,80,54
527,206106019122,10010010010,udp,53,53,42
528,50166000029,10010010010,tcp,20,80,54
529,141228082206,10010010010,tcp,20,80,54
530,252210094172,10010010010,udp,53,53,42
531,31086108021,10010010010,udp,53,53,42
532,224107092142,10010010010,tcp,20,80,54
533,37032140007,10010010010,tcp,20,80,54
534,181060166253,10010010010,udp,53,53,42
535,147109112176,10010010010,udp,53,53,42
536,2199237083,10010010010,udp,53,53,42
537,233247202173,10010010010,udp,53,53,42
538,11153193053,10010010010,udp,53,53,42
539,34215212252,10010010010,udp,53,53,42
540,32088046060,10010010010,udp,53,53,42
541,81188111200,10010010010,udp,53,53,42
542,51203082171,10010010010,tcp,20,80,54
543,41105096185,10010010010,udp,53,53,42
544,217138069211,10010010010,udp,53,53,42
545,252041067233,10010010010,tcp,20,80,54
546,49185146084,10010010010,udp,53,53,42
547,60029026184,10010010010,tcp,20,80,54
548,204049099210,10010010010,tcp,20,80,54
549,180159011059,10010010010,tcp,20,80,54
550,157251226032,10010010010,udp,53,53,42
551,140112043166,10010010010,tcp,20,80,54
552,119185213012,10010010010,tcp,20,80,54
553,227114192202,10010010010,tcp,20,80,54
554,158246150245,10010010010,tcp,20,80,54
555,186236107142,10010010010,tcp,20,80,54
556,123189033001,10010010010,udp,53,53,42
557,174130105026,10010010010,tcp,20,80,54
558,125037166041,10010010010,udp,53,53,42
559,126123030046,10010010010,tcp,20,80,54
560,200208230068,10010010010,udp,53,53,42
561,1215076190,10010010010,tcp,20,80,54
562,101099176191,10010010010,udp,53,53,42
563,241033027168,10010010010,udp,53,53,42
564,94201141112,10010010010,udp,53,53,42
565,54071010105,10010010010,tcp,20,80,54
566,242227105201,10010010010,udp,53,53,42
567,128125219105,10010010010,tcp,20,80,54
568,140109055158,10010010010,tcp,20,80,54
569,255136222101,10010010010,tcp,20,80,54
570,75099085174,10010010010,udp,53,53,42
571,62086090177,10010010010,tcp,20,80,54
572,192004009098,10010010010,udp,53,53,42
573,162130018201,10010010010,tcp,20,80,54
574,43150134194,10010010010,tcp,20,80,54
575,166222246235,10010010010,udp,53,53,42
576,248031011235,10010010010,udp,53,53,42
577,151229049255,10010010010,tcp,20,80,54
578,206106019122,10010010010,udp,53,53,42
579,50166000029,10010010010,tcp,20,80,54
580,252210094172,10010010010,udp,53,53,42
581,31086108021,10010010010,udp,53,53,42
582,224107092142,10010010010,tcp,20,80,54
583,37032140007,10010010010,tcp,20,80,54
584,181060166253,10010010010,udp,53,53,42
585,147109112176,10010010010,udp,53,53,42
586,2199237083,10010010010,udp,53,53,42
587,32058053013,10010010010,tcp,20,80,54
588,233247202173,10010010010,udp,53,53,42
589,11153193053,10010010010,udp,53,53,42
590,34215212252,10010010010,udp,53,53,42
591,32088046060,10010010010,udp,53,53,42
592,81188111200,10010010010,udp,53,53,42
593,41105096185,10010010010,udp,53,53,42
594,51203082171,10010010010,tcp,20,80,54
595,217138069211,10010010010,udp,53,53,42
596,252041067233,10010010010,tcp,20,80,54
597,49185146084,10010010010,udp,53,53,42
598,60029026184,10010010010,tcp,20,80,54
599,204049099210,10010010010,tcp,20,80,54
600,180159011059,10010010010,tcp,20,80,54
601,157251226032,10010010010,udp,53,53,42
602,140112043166,10010010010,tcp,20,80,54
603,119185213012,10010010010,tcp,20,80,54
604,227114192202,10010010010,tcp,20,80,54
605,158246150245,10010010010,tcp,20,80,54
606,186236107142,10010010010,tcp,20,80,54
607,123189033001,10010010010,udp,53,53,42
608,174130105026,10010010010,tcp,20,80,54
609,126123030046,10010010010,tcp,20,80,54
610,125037166041,10010010010,udp,53,53,42
611,200208230068,10010010010,udp,53,53,42
612,1215076190,10010010010,tcp,20,80,54
613,101099176191,10010010010,udp,53,53,42
614,241033027168,10010010010,udp,53,53,42
615,94201141112,10010010010,udp,53,53,42
616,54071010105,10010010010,tcp,20,80,54
617,242227105201,10010010010,udp,53,53,42
618,128125219105,10010010010,tcp,20,80,54
619,140109055158,10010010010,tcp,20,80,54
620,255136222101,10010010010,tcp,20,80,54
621,75099085174,10010010010,udp,53,53,42
622,62086090177,10010010010,tcp,20,80,54
623,192004009098,10010010010,udp,53,53,42
624,162130018201,10010010010,tcp,20,80,54
625,43150134194,10010010010,tcp,20,80,54
626,166222246235,10010010010,udp,53,53,42
627,248031011235,10010010010,udp,53,53,42
628,151229049255,10010010010,tcp,20,80,54
629,206106019122,10010010010,udp,53,53,42
630,50166000029,10010010010,tcp,20,80,54
631,252210094172,10010010010,udp,53,53,42
632,31086108021,10010010010,udp,53,53,42
633,224107092142,10010010010,tcp,20,80,54
634,37032140007,10010010010,tcp,20,80,54
635,181060166253,10010010010,udp,53,53,42
636,147109112176,10010010010,udp,53,53,42
637,2199237083,10010010010,udp,53,53,42
638,233247202173,10010010010,udp,53,53,42
639,11153193053,10010010010,udp,53,53,42
640,34215212252,10010010010,udp,53,53,42
641,32088046060,10010010010,udp,53,53,42
642,81188111200,10010010010,udp,53,53,42
643,41105096185,10010010010,udp,53,53,42
644,51203082171,10010010010,tcp,20,80,54
645,217138069211,10010010010,udp,53,53,42
646,49185146084,10010010010,udp,53,53,42
647,252041067233,10010010010,tcp,20,80,54
